John_Entwistle, 1944-10-09, 2,2,607843
John_Everett_Millais, 1829-06-08, 2,509,2347
John_Fenn_(chemist), 1917-06-15, 2,23,52639
John_Hancock, 1737-01-23, 2,2,588877
John_Hannah_(footballer), 1962-10-25, 2,3,406327
John_Howard_Northrop, 1891-07-05, 2,23,52433
John_Lee_Hooker, 1917-08-22, 2,3,403577
John_Major, 1943-03-29, 2,2,607703
John_Marshall, 1755-09-24, 2,3,393721
John_Maynard_Keynes, 1883-06-05, 2,7,172069
John_Michael_Talbot, 1954-05-08, 2,5,243487
John_Russell,_1st_Earl_Russell, 1792-08-18, 2,2,593951
John_Schlesinger, 1926-02-16, 2,7,173183
Johnny_Carson, 1925-10-23, 2,401,3023
Johnny_Galecki, 1975-04-30, 2,2,610633
Jon_Lord, 1941-06-09, 2,311,3907
Jonas_Savimbi, 1934-08-03, 2,2,606913
Jonathan_Ive, 1967-02-27, 2,2,609887
Jonathan_Swift, 1667-11-30, 2,2,582563
Jordi_Alba, 1989-03-21, 2,7,174829
Jorge_Luis_Borges, 1899-08-24, 2,5,241489
Jorge_Rafael_Videla, 1925-08-02, 2,2,606091
Joseph-Ignace_Guillotin, 1738-05-28, 2,179,6581
Joseph_Estrada, 1937-04-19, 2,409,2969
Joseph_Goebbels, 1897-10-29, 2,3,402371
Joseph_Hooton_Taylor,_Jr., 1941-03-29, 2,17,71473
Joseph_II,_Holy_Roman_Emperor, 1741-03-13, 2,239,4931
Josh_Groban, 1981-02-27, 2,11,111121
Joshua_Jackson, 1978-06-11, 2,5,244367
José_Antonio_Primo_de_Rivera, 1903-04-24, 2,2,604057
José_Saramago, 1922-11-16, 2,19,63773
Juan_Velasco_Alvarado, 1910-06-16, 2,37,32687
Jules_Ferry, 1832-04-05, 2,11,108649
Julie_Walters, 1950-02-22, 2,139,8753
Julius_Erving, 1950-02-22, 2,139,8753
Justin_Chambers, 1970-07-11, 2,19,64231
Justus_von_Liebig, 1803-05-12, 2,41,29021
Jyrki_Katainen, 1971-10-14, 2,3,406873
János_Bolyai, 1802-12-15, 2,269,4423
Jérôme_d'Ambrosio, 1985-12-27, 2,263,4651
Júlio_Baptista, 1981-10-01, 2,353,3463
Kaia_Kanepi, 1985-06-10, 2,359,3407
Karl-Theodor_zu_Guttenberg, 1971-12-05, 2,5,244129
Karl_Ferdinand_Braun, 1850-06-06, 2,13,92189
Karl_Malone, 1963-07-24, 2,59,20663
Karl_Marx, 1818-05-05, 2,7,170371
Kate_Hudson, 1979-04-19, 2,197,6203
Kate_Mulgrew, 1955-04-29, 2,3,405871
Keisuke_Honda, 1986-06-13, 2,523,2339
Keith_Richards, 1943-12-18, 2,2,607769
Ken_Watanabe, 1959-10-21, 2,71,17161
Kevin_Kline, 1947-10-24, 2,13,93557
Kieran_Richardson, 1984-10-21, 2,17,71941
Kim_Campbell, 1947-03-10, 2,11,110557
Kim_Philby, 1912-01-01, 2,1051,1151
Kirk_Douglas, 1916-12-09, 2,37,32719
Kirk_Hammett, 1962-11-18, 2,3,406331
Kirstie_Alley, 1951-01-12, 2,293,4153
Klara_Hitler, 1860-08-12, 2,37,32441
Klement_Gottwald, 1896-11-23, 2,151,7993
Kofi_Annan, 1938-04-08, 2,2,607249
Konrad_Zuse, 1910-06-22, 2,2,604711
Konstantin_Novoselov, 1974-08-23, 2,3,407047
Konstantinos_Stephanopoulos, 1926-08-15, 2,19,63809
Kristanna_Loken, 1979-10-08, 2,3,407359
Kristin_Scott_Thomas, 1960-05-24, 2,7,174077
Kurt_Schwitters, 1887-06-20, 2,47,25643
Lata_Mangeshkar, 1929-09-28, 2,19,63839
Laurent_Gbagbo, 1945-05-31, 2,23,52861
Laurent_Koscielny, 1985-09-10, 2,7,174737
Lazare_Carnot, 1753-05-13, 2,3,393577
Ledley_King, 1980-10-12, 2,2,611131
Lee_Harvey_Oswald, 1939-10-18, 2,67,18131
Lee_Kuan_Yew, 1923-09-16, 2,19,63781
Leland_H._Hartwell, 1939-10-30, 2,79,15377
Lena_Headey, 1973-10-03, 2,3,406993
Leo_Tolstoy, 1828-09-09, 2,7,170641
Leonardo_Bonucci, 1987-05-01, 2,2,611729
Leonardo_DiCaprio, 1974-11-11, 2,13,93937
Leopold_II,_Holy_Roman_Emperor, 1747-05-05, 2,163,7237
Leopold_von_Sacher-Masoch, 1836-01-27, 2,5,239167
Lina_Medina, 1933-09-27, 2,3,404557
Linda_Evangelista, 1965-05-10, 2,5,243889
Linda_Lovelace, 1949-01-10, 2,29,41947
Lion_Feuchtwanger, 1884-07-07, 2,2,602341
Lionel_Barrymore, 1878-04-28, 2,73,16487
Little_Richard, 1932-12-05, 2,463,2621
Liédson, 1977-12-17, 2,3,407249
Lloyd_Shapley, 1923-06-02, 2,2,605893
Lola_Pagnani, 1972-04-03, 2,5,244141
Louis_Braille, 1809-01-04, 2,11,108263
Louis_van_Gaal, 1951-08-08, 2,53,22961
Lu_Xun, 1881-09-25, 2,2,602087
Luchino_Visconti, 1906-11-02, 2,2,604379
Lucian_Freud, 1922-12-08, 2,2,605849
Luciano_Spalletti, 1959-03-07, 2,347,3511
Lucky_Luciano, 1897-11-24, 2,2,603563
Luís_I_of_Portugal, 1838-10-31, 2,41,29179
Lynn_Margulis, 1938-03-05, 2,3,404827
László_Bíró, 1899-09-29, 2,89,13567
Léon_Gambetta, 1838-04-02, 2,191,6263
Mads_Mikkelsen, 1965-11-22, 2,13,93811
Maggie_Grace, 1983-09-21, 2,47,26017
Magic_Johnson, 1959-08-14, 2,41,29717
Maite_Perroni, 1983-03-09, 2,3,407567
Man_Ray, 1890-08-27, 2,53,22751
Manuel_Pellegrini, 1953-09-16, 2,2,608659
Marc_Overmars, 1973-03-29, 2,5,244177
Marcel_Desailly, 1968-09-07, 2,311,3923
Marcel_Lefebvre, 1905-11-29, 2,3,402863
Marcel_Proust, 1871-07-10, 2,127,9467
Marcia_Cross, 1962-03-25, 2,2,609437
Marcia_Gay_Harden, 1959-08-14, 2,41,29717
Mari_Kiviniemi, 1968-09-27, 2,13,93851
Maria_Schneider_(actress), 1952-03-27, 2,3,405683
Marie_Louise,_Duchess_of_Parma, 1791-12-12, 2,131,9067
Marie_Tussaud, 1761-12-01, 2,7,168899
Marija_Šerifović, 1984-11-14, 2,101,12109
Marilyn_Manson, 1969-01-05, 2,53,23021
Mario_J._Molina, 1943-03-19, 2,11,110491
Mario_Monti, 1943-03-19, 2,11,110491
Mark_Hamill, 1951-09-25, 2,7,173851
Mark_Rothko, 1903-09-25, 2,19,63589
Mark_Spitz, 1950-02-10, 2,881,1381
Mark_Viduka, 1975-10-09, 2,89,13723
Mark_Zuckerberg, 1984-05-14, 2,3,407639
Markus_Merk, 1962-03-15, 2,19,64151
Martina_Navratilova, 1956-10-18, 2,2,608941
Mary_Shelley, 1797-08-30, 2,43,27647
Massimo_Ambrosini, 1977-05-29, 2,2,610823
Massimo_Busacca, 1969-02-06, 2,31,39359
Mathieu_Debuchy, 1985-07-28, 2,127,9631
Mathieu_Flamini, 1984-03-07, 2,127,9629
Matt_Busby, 1909-05-26, 2,2,604613
Max_Euwe, 1901-05-20, 2,2,603881
Max_Mirnyi, 1977-07-06, 2,5,244333
Maximilian_II_of_Bavaria, 1811-11-28, 2,2,595711
Maximilian_Kolbe, 1894-01-08, 2,2,603209
Maximilian_von_Weichs, 1881-11-12, 2,2,602099
Mayumi_Iizuka, 1977-01-03, 2,3,407191
Melanie_Klein, 1882-03-30, 2,797,1511
Melvil_Dewey, 1851-12-10, 2,73,16421
Mengistu_Haile_Mariam, 1937-05-21, 2,3,404779
Michael_Gough, 1916-11-23, 2,5,242119
Michael_Johnson_(sprinter), 1967-09-13, 2,41,29753
Michael_Rensing, 1984-05-14, 2,3,407639
